publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
New York Times,2013-01-22,How Social Media Algorithms Fuel Political Polarization (Updated),right,0.5943203656888804,0.0,0.0,0.0,politics,right,1.0,0.5943203656888804,0.0,0.0,1.0,2013,2013-01,2013Q1
Fox News,2013-01-22,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2013,2013-01,2013Q1
New York Times,2013-01-22,Investigating the Roots of the January 6 Capitol Breach,right,0.48304503432811025,0.0,0.0,0.0,other,right,1.0,0.48304503432811025,0.0,0.0,1.0,2013,2013-01,2013Q1
Washington Post,2013-01-22,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2013,2013-01,2013Q1
CNN,2013-01-22,Trump Administration Faces Backlash Over Immigration Policy - Report,center,0.46159851626531073,0.0,0.0,0.0,politics,center,0.0,0.46159851626531073,0.0,0.0,1.0,2013,2013-01,2013Q1
CNN,2013-01-22,Supreme Court Rules on Landmark Voting Rights Case,left,0.578250563785024,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.578250563785024,0.45,0.0,0.55,2013,2013-01,2013Q1
CNN,2013-01-22,Gun Violence Epidemic Sparks Renewed Calls for Action Amid Growing Concerns,left,0.4742065653283198,-0.7003,0.7003,0.7003,crime,left,-1.0,0.4742065653283198,0.105,0.401,0.494,2013,2013-01,2013Q1
CNN,2013-01-22,Democrats Push for Expanded Social Safety Net in Latest Development,right,0.43185237491628437,0.4215,0.4215,0.4215,politics,right,1.0,0.43185237491628437,0.237,0.0,0.763,2013,2013-01,2013Q1
Fox News,2013-01-22,Democrats' Spending Spree Will Bankrupt America in Latest Development,right,0.49920793780373185,-0.5574,0.5574,0.5574,politics,right,1.0,0.49920793780373185,0.0,0.31,0.69,2013,2013-01,2013Q1
New York Times,2013-01-22,Global Supply Chain Disruptions Reshape the Economy,center,0.3504342103750114,-0.34,0.34,0.34,economy,center,0.0,0.3504342103750114,0.0,0.286,0.714,2013,2013-01,2013Q1
CNN,2013-01-23,Trump Administration Faces Backlash Over Immigration Policy Amid Growing Concerns,left,0.37470885761892214,0.1779,0.1779,0.1779,politics,left,-1.0,0.37470885761892214,0.159,0.0,0.841,2013,2013-01,2013Q1
CNN,2013-01-23,Racial Justice Protests Sweep the Nation - Report,right,0.3975596153053932,0.3612,0.3612,0.3612,social_issues,right,1.0,0.3975596153053932,0.301,0.168,0.531,2013,2013-01,2013Q1
Fox News,2013-01-23,Religious Liberty Under Siege From Radical Left Amid Growing Concerns,right,0.6036378711896139,0.6249,0.6249,0.6249,foreign_policy,right,1.0,0.6036378711896139,0.389,0.0,0.611,2013,2013-01,2013Q1
CNN,2013-01-23,Tech Giants Face Antitrust Scrutiny as Tensions Rise,center,0.5058727299732162,-0.4019,0.4019,0.4019,technology,center,0.0,0.5058727299732162,0.0,0.278,0.722,2013,2013-01,2013Q1
New York Times,2013-01-23,The Rise of Political Violence Threatens Democratic Norms in Latest Development,left,0.48970536104872575,-0.7717,0.7717,0.7717,politics,left,-1.0,0.48970536104872575,0.0,0.427,0.573,2013,2013-01,2013Q1
Fox News,2013-01-24,Cancel Culture Claims Another Victim in Latest Development,right,0.639510812661938,-0.4767,0.4767,0.4767,technology,right,1.0,0.639510812661938,0.0,0.406,0.594,2013,2013-01,2013Q1
New York Times,2013-01-24,Global Supply Chain Disruptions Reshape the Economy,center,0.3504342103750114,-0.34,0.34,0.34,economy,center,0.0,0.3504342103750114,0.0,0.286,0.714,2013,2013-01,2013Q1
Washington Post,2013-01-24,Investigation: Corporate Lobbying Undermines Environmental Rules Sources Say,left,0.7755448104235679,-0.4019,0.4019,0.4019,climate,left,-1.0,0.7755448104235679,0.0,0.381,0.619,2013,2013-01,2013Q1
New York Times,2013-01-24,How Social Media Algorithms Fuel Political Polarization,right,0.5561428724897058,0.0,0.0,0.0,politics,right,1.0,0.5561428724897058,0.0,0.0,1.0,2013,2013-01,2013Q1
CNN,2013-01-24,Democrats Push for Expanded Social Safety Net in Latest Development,right,0.43185237491628437,0.4215,0.4215,0.4215,politics,right,1.0,0.43185237491628437,0.237,0.0,0.763,2013,2013-01,2013Q1
Fox News,2013-01-24,Parents Fight Back Against Critical Race Theory in Schools Amid Growing Concerns,left,0.5971332878576934,-0.4939,0.4939,0.4939,education,left,-1.0,0.5971332878576934,0.109,0.314,0.577,2013,2013-01,2013Q1
Washington Post,2013-01-24,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2013,2013-01,2013Q1
Washington Post,2013-01-24,Analysis: Democracy Faces Its Greatest Test in Decades,left,0.6219651127829422,0.6369,0.6369,0.6369,other,left,-1.0,0.6219651127829422,0.375,0.0,0.625,2013,2013-01,2013Q1
Fox News,2013-01-24,Parents Fight Back Against Critical Race Theory in Schools,left,0.6043364759036093,-0.5994,0.5994,0.5994,education,left,-1.0,0.6043364759036093,0.0,0.412,0.588,2013,2013-01,2013Q1
New York Times,2013-01-24,The Struggle for Affordable Housing in America's Cities (Updated),left,0.4252915567771509,-0.3182,0.3182,0.3182,other,left,-1.0,0.4252915567771509,0.0,0.223,0.777,2013,2013-01,2013Q1
Washington Post,2013-01-25,How Gerrymandering Threatens Fair Representation,left,0.5372268544126743,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5372268544126743,0.291,0.329,0.38,2013,2013-01,2013Q1
CNN,2013-01-25,Tech Giants Face Antitrust Scrutiny - Report,center,0.5934018670067372,0.0,0.0,0.0,technology,center,0.0,0.5934018670067372,0.0,0.0,1.0,2013,2013-01,2013Q1
New York Times,2013-01-25,The Widening Political Divide: Can America Find Common Ground? in Latest Development,right,0.4612022862652681,0.0,0.0,0.0,politics,right,1.0,0.4612022862652681,0.0,0.0,1.0,2013,2013-01,2013Q1
New York Times,2013-01-25,Rural America Faces a Growing Healthcare Desert,left,0.43712898263341243,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.43712898263341243,0.221,0.0,0.779,2013,2013-01,2013Q1
New York Times,2013-01-25,Investigating the Roots of the January 6 Capitol Breach as Tensions Rise,left,0.4010490172857277,-0.4019,0.4019,0.4019,other,left,-1.0,0.4010490172857277,0.0,0.197,0.803,2013,2013-01,2013Q1
Fox News,2013-01-26,Big Tech Censorship of Conservative Voices Continues,right,0.4648989786989323,0.0,0.0,0.0,technology,right,1.0,0.4648989786989323,0.0,0.0,1.0,2013,2013-01,2013Q1
New York Times,2013-01-26,Climate Scientists Issue Urgent Warning on Tipping Points Amid Growing Concerns,left,0.47573814608556136,0.0258,0.0258,0.0258,climate,left,-1.0,0.47573814608556136,0.252,0.173,0.576,2013,2013-01,2013Q1
CNN,2013-01-26,Racial Justice Protests Sweep the Nation (Updated),left,0.49983052838879494,0.3612,0.3612,0.3612,social_issues,left,-1.0,0.49983052838879494,0.33,0.184,0.485,2013,2013-01,2013Q1
Washington Post,2013-01-26,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2013,2013-01,2013Q1
Washington Post,2013-01-26,How Disinformation Campaigns Are Eroding Public Trust Sources Say,left,0.6924310613063298,0.5106,0.5106,0.5106,politics,left,-1.0,0.6924310613063298,0.292,0.0,0.708,2013,2013-01,2013Q1
Washington Post,2013-01-27,Analysis: Democracy Faces Its Greatest Test in Decades - Report,left,0.4801159133481898,0.6369,0.6369,0.6369,other,left,-1.0,0.4801159133481898,0.318,0.0,0.682,2013,2013-01,2013Q1
Washington Post,2013-01-27,The Filibuster Debate: What's Really at Stake,left,0.605861517061337,0.0,0.0,0.0,other,left,-1.0,0.605861517061337,0.0,0.0,1.0,2013,2013-01,2013Q1
Washington Post,2013-01-27,Wealth Gap Between Richest and Poorest Americans Hits Record Sources Say,left,0.6987858241823309,0.4767,0.4767,0.4767,other,left,-1.0,0.6987858241823309,0.365,0.193,0.442,2013,2013-01,2013Q1
Washington Post,2013-01-28,Wealth Gap Between Richest and Poorest Americans Hits Record as Tensions Rise,left,0.5392798804783937,0.1027,0.1027,0.1027,other,left,-1.0,0.5392798804783937,0.317,0.298,0.385,2013,2013-01,2013Q1
Fox News,2013-01-28,Parents Fight Back Against Critical Race Theory in Schools | Opinion,left,0.6278267400024637,-0.5994,0.5994,0.5994,education,left,-1.0,0.6278267400024637,0.0,0.353,0.647,2013,2013-01,2013Q1
Fox News,2013-01-28,Second Amendment Rights Under Attack by Democrats | Opinion,right,0.5026267331822308,-0.4767,0.4767,0.4767,politics,right,1.0,0.5026267331822308,0.0,0.279,0.721,2013,2013-01,2013Q1
Washington Post,2013-01-28,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2013,2013-01,2013Q1
New York Times,2013-02-01,Rural America Faces a Growing Healthcare Desert Sources Say,left,0.6923077677140899,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.6923077677140899,0.175,0.0,0.825,2013,2013-02,2013Q1
Washington Post,2013-02-01,Investigation: Corporate Lobbying Undermines Environmental Rules Amid Growing Concerns,left,0.5352934806227044,-0.25,0.25,0.25,climate,left,-1.0,0.5352934806227044,0.149,0.325,0.526,2013,2013-02,2013Q1
Fox News,2013-02-01,Trump Rally Draws Massive Crowds Across Nation,right,0.4768137746119572,0.0,0.0,0.0,politics,right,1.0,0.4768137746119572,0.0,0.0,1.0,2013,2013-02,2013Q1
CNN,2013-02-02,Healthcare Reform Battle Heats Up in Congress,left,0.5892602185955202,-0.3818,0.3818,0.3818,politics,left,-1.0,0.5892602185955202,0.0,0.302,0.698,2013,2013-02,2013Q1
Fox News,2013-02-02,Small Business Owners Crushed by New Regulations,right,0.3857856400708445,-0.4215,0.4215,0.4215,economy,right,1.0,0.3857856400708445,0.0,0.318,0.682,2013,2013-02,2013Q1
Fox News,2013-02-02,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2013,2013-02,2013Q1
Fox News,2013-02-02,Law Enforcement Officers Demoralized by Defund Movement Sources Say,left,0.7346028693119513,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.7346028693119513,0.0,0.245,0.755,2013,2013-02,2013Q1
New York Times,2013-02-02,Mental Health Crisis Among Young Americans Deepens,left,0.5200033468111313,-0.6249,0.6249,0.6249,healthcare,left,-1.0,0.5200033468111313,0.0,0.406,0.594,2013,2013-02,2013Q1
New York Times,2013-02-02,Investigating the Roots of the January 6 Capitol Breach as Tensions Rise,left,0.4010490172857277,-0.4019,0.4019,0.4019,other,left,-1.0,0.4010490172857277,0.0,0.197,0.803,2013,2013-02,2013Q1
CNN,2013-02-02,Infrastructure Bill Passes After Months of Negotiations in Latest Development,left,0.5032769048362163,0.0,0.0,0.0,other,left,-1.0,0.5032769048362163,0.0,0.0,1.0,2013,2013-02,2013Q1
Fox News,2013-02-03,Small Business Owners Crushed by New Regulations (Updated),right,0.4322209697407508,-0.4215,0.4215,0.4215,economy,right,1.0,0.4322209697407508,0.0,0.286,0.714,2013,2013-02,2013Q1
Washington Post,2013-02-03,Investigation: Corporate Lobbying Undermines Environmental Rules (Updated),left,0.5206983111089128,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5206983111089128,0.0,0.425,0.575,2013,2013-02,2013Q1
CNN,2013-02-03,COVID-19 Vaccine Rollout Faces Distribution Challenges Amid Growing Concerns,right,0.5292731325695335,0.25,0.25,0.25,healthcare,right,1.0,0.5292731325695335,0.3,0.0,0.7,2013,2013-02,2013Q1
Washington Post,2013-02-04,The Quiet Crisis: How Climate Change Is Reshaping American Cities (Updated),left,0.48141288356357465,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48141288356357465,0.0,0.291,0.709,2013,2013-02,2013Q1
Washington Post,2013-02-04,Voting Rights Act Protections Weakened by Court Rulings | Opinion,left,0.5027370882571932,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.5027370882571932,0.0,0.204,0.796,2013,2013-02,2013Q1
New York Times,2013-02-04,Climate Scientists Issue Urgent Warning on Tipping Points in Latest Development,left,0.3804817083699931,-0.1531,0.1531,0.1531,climate,left,-1.0,0.3804817083699931,0.136,0.182,0.682,2013,2013-02,2013Q1
Fox News,2013-02-04,Americans Fed Up With Rising Gas Prices Under Biden,left,0.382546840360466,0.0,0.0,0.0,politics,left,-1.0,0.382546840360466,0.0,0.0,1.0,2013,2013-02,2013Q1
New York Times,2013-02-04,Investigating the Roots of the January 6 Capitol Breach | Opinion,right,0.5491763326507818,0.0,0.0,0.0,other,right,1.0,0.5491763326507818,0.0,0.0,1.0,2013,2013-02,2013Q1
New York Times,2013-02-04,Rural America Faces a Growing Healthcare Desert in Latest Development,left,0.3942428440378559,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.3942428440378559,0.159,0.0,0.841,2013,2013-02,2013Q1
CNN,2013-02-04,Biden Administration Announces New Climate Targets | Opinion,left,0.5527059016363641,0.0,0.0,0.0,politics,left,-1.0,0.5527059016363641,0.0,0.0,1.0,2013,2013-02,2013Q1
Washington Post,2013-02-04,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2013,2013-02,2013Q1
CNN,2013-02-05,Supreme Court Rules on Landmark Voting Rights Case as Tensions Rise,left,0.5842857820177932,0.296,0.296,0.296,social_issues,left,-1.0,0.5842857820177932,0.314,0.173,0.513,2013,2013-02,2013Q1
Fox News,2013-02-05,Religious Liberty Under Siege From Radical Left Sources Say,left,0.49605840542855467,0.5267,0.5267,0.5267,foreign_policy,left,-1.0,0.49605840542855467,0.298,0.0,0.702,2013,2013-02,2013Q1
New York Times,2013-02-05,The Pandemic Changed How Americans Work. There's No Going Back. Sources Say,left,0.8849833625386705,-0.296,0.296,0.296,healthcare,left,-1.0,0.8849833625386705,0.0,0.167,0.833,2013,2013-02,2013Q1
Washington Post,2013-02-05,How Gerrymandering Threatens Fair Representation,left,0.5372268544126743,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5372268544126743,0.291,0.329,0.38,2013,2013-02,2013Q1
New York Times,2013-02-05,The Rise of Political Violence Threatens Democratic Norms,left,0.5488572403751986,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5488572403751986,0.0,0.528,0.472,2013,2013-02,2013Q1
Washington Post,2013-02-05,The Filibuster Debate: What's Really at Stake,left,0.605861517061337,0.0,0.0,0.0,other,left,-1.0,0.605861517061337,0.0,0.0,1.0,2013,2013-02,2013Q1
CNN,2013-02-06,COVID-19 Vaccine Rollout Faces Distribution Challenges as Tensions Rise,center,0.4064135600397983,-0.34,0.34,0.34,healthcare,center,0.0,0.4064135600397983,0.118,0.245,0.636,2013,2013-02,2013Q1
Washington Post,2013-02-06,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2013,2013-02,2013Q1
Washington Post,2013-02-06,How Disinformation Campaigns Are Eroding Public Trust as Tensions Rise,left,0.48401092915450794,0.1531,0.1531,0.1531,politics,left,-1.0,0.48401092915450794,0.236,0.193,0.571,2013,2013-02,2013Q1
New York Times,2013-02-06,Inside the Growing Movement to Restrict Abortion Access (Updated),left,0.7196244967580457,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7196244967580457,0.15,0.23,0.619,2013,2013-02,2013Q1
New York Times,2013-02-06,Global Supply Chain Disruptions Reshape the Economy,center,0.3504342103750114,-0.34,0.34,0.34,economy,center,0.0,0.3504342103750114,0.0,0.286,0.714,2013,2013-02,2013Q1
Fox News,2013-02-06,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2013,2013-02,2013Q1
CNN,2013-02-06,Gun Violence Epidemic Sparks Renewed Calls for Action,left,0.45208439481770346,-0.7579,0.7579,0.7579,crime,left,-1.0,0.45208439481770346,0.0,0.52,0.48,2013,2013-02,2013Q1
Fox News,2013-02-07,Americans Fed Up With Rising Gas Prices Under Biden in Latest Development,right,0.40605745737534776,0.0,0.0,0.0,politics,right,1.0,0.40605745737534776,0.0,0.0,1.0,2013,2013-02,2013Q1
CNN,2013-02-07,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2013,2013-02,2013Q1
CNN,2013-02-07,Experts Warn of Growing Inequality in America,left,0.7947751766848793,0.0772,0.0772,0.0772,foreign_policy,left,-1.0,0.7947751766848793,0.21,0.173,0.617,2013,2013-02,2013Q1
Fox News,2013-02-07,Parents Fight Back Against Critical Race Theory in Schools (Updated),left,0.5910617646398592,-0.5994,0.5994,0.5994,education,left,-1.0,0.5910617646398592,0.0,0.38,0.62,2013,2013-02,2013Q1
New York Times,2013-02-07,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2013,2013-02,2013Q1
New York Times,2013-02-07,Tech Giants Wield Unprecedented Power Over Public Discourse,right,0.43478996462504876,0.0,0.0,0.0,technology,right,1.0,0.43478996462504876,0.0,0.0,1.0,2013,2013-02,2013Q1
Washington Post,2013-02-08,Voting Rights Act Protections Weakened by Court Rulings Sources Say,left,0.6698480823972156,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.6698480823972156,0.0,0.204,0.796,2013,2013-02,2013Q1
New York Times,2013-02-08,The Pandemic Changed How Americans Work. There's No Going Back.,left,0.7720345571004209,-0.296,0.296,0.296,healthcare,left,-1.0,0.7720345571004209,0.0,0.196,0.804,2013,2013-02,2013Q1
New York Times,2013-02-08,How Social Media Algorithms Fuel Political Polarization | Opinion,right,0.6073603176767345,0.0,0.0,0.0,politics,right,1.0,0.6073603176767345,0.0,0.0,1.0,2013,2013-02,2013Q1
Fox News,2013-02-08,Democrats' Spending Spree Will Bankrupt America (Updated),right,0.4467917660929652,-0.5574,0.5574,0.5574,politics,right,1.0,0.4467917660929652,0.0,0.375,0.625,2013,2013-02,2013Q1
New York Times,2013-02-08,Tech Giants Wield Unprecedented Power Over Public Discourse,right,0.43478996462504876,0.0,0.0,0.0,technology,right,1.0,0.43478996462504876,0.0,0.0,1.0,2013,2013-02,2013Q1
New York Times,2013-02-08,Immigration Reform Remains Elusive Despite Bipartisan Support,left,0.5796443016137922,-0.3089,0.3089,0.3089,politics,left,-1.0,0.5796443016137922,0.0,0.273,0.727,2013,2013-02,2013Q1
Washington Post,2013-02-08,The Quiet Crisis: How Climate Change Is Reshaping American Cities - Report,center,0.3657061792441454,-0.6249,0.6249,0.6249,climate,center,0.0,0.3657061792441454,0.0,0.272,0.728,2013,2013-02,2013Q1
Washington Post,2013-02-09,Tech Regulation Stalls as Industry Influence Grows - Report,right,0.46491943525864465,0.0,0.0,0.0,technology,right,1.0,0.46491943525864465,0.0,0.0,1.0,2013,2013-02,2013Q1
New York Times,2013-02-09,Rural America Faces a Growing Healthcare Desert,left,0.43712898263341243,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.43712898263341243,0.221,0.0,0.779,2013,2013-02,2013Q1
Fox News,2013-02-09,Cancel Culture Claims Another Victim Sources Say,left,0.6119761611016968,-0.4767,0.4767,0.4767,technology,left,-1.0,0.6119761611016968,0.0,0.451,0.549,2013,2013-02,2013Q1
Fox News,2013-02-09,Trump Rally Draws Massive Crowds Across Nation in Latest Development,right,0.5664782529920058,0.0,0.0,0.0,politics,right,1.0,0.5664782529920058,0.0,0.0,1.0,2013,2013-02,2013Q1
Fox News,2013-02-09,Cancel Culture Claims Another Victim in Latest Development,right,0.639510812661938,-0.4767,0.4767,0.4767,technology,right,1.0,0.639510812661938,0.0,0.406,0.594,2013,2013-02,2013Q1
New York Times,2013-02-10,Immigration Reform Remains Elusive Despite Bipartisan Support in Latest Development,left,0.49356619342411223,-0.3089,0.3089,0.3089,politics,left,-1.0,0.49356619342411223,0.0,0.201,0.799,2013,2013-02,2013Q1
Fox News,2013-02-10,Inflation Surge Threatens American Families Sources Say,left,0.6751434355125074,-0.3818,0.3818,0.3818,economy,left,-1.0,0.6751434355125074,0.0,0.302,0.698,2013,2013-02,2013Q1
